title,domestic_revenue,world_revenue,distributor,opening_revenue,opening_theaters,budget,MPAA,genres,release_days
Tyrel,"$21,456","$21,456",Magnolia Pictures,"$6,059",5,N/A,N/A,"Comedy,Drama",390
Head Full of Honey,"$12,350","$138,844",Warner Bros.,"$8,715",4,N/A,PG-13,"Comedy,Drama",35
My Art,"$12,554","$12,554",Film Movement,"$5,538",1,N/A,N/A,Drama,354
This is Our Land,"$11,567","$16,182",Distrib Films,"$2,442",1,N/A,N/A,Drama,258
The Last Race,"$11,947","$11,947",Magnolia Pictures,"$2,437",3,N/A,N/A,"Documentary,Sport",49
Minding the Gap,"$11,998","$90,328",Magnolia Pictures,"$6,812",4,N/A,N/A,Documentary,137
Return of the Hero,"$37,108","$7,362,730",Distrib Films,$761,1,N/A,N/A,"Comedy,History",489
Quest,"$47,807","$50,022",First Run,"$6,591",1,N/A,N/A,"Documentary,Family,Music",396
American Chaos,"$12,368","$12,368",Sony Pictures Classics,"$7,616",26,N/A,R,Documentary,109
Stavisky...,"$13,793","$13,793",Rialto Pictures,"$4,734",1,N/A,N/A,"Biography,Drama",90
Let Yourself Go,"$12,189","$2,140,190",Menemsha Films,"$8,128",8,N/A,N/A,Comedy,305
Novitiate,"$580,346","$580,346",Sony Pictures Classics,"$22,724",3,N/A,R,Drama,431
The Boy Downstairs,"$13,638","$73,988",FilmRise,"$5,995",1,N/A,PG-13,"Comedy,Drama,Romance",319
American Socialist: The Life and Times of Eugene Victor Debs,"$12,609","$12,609",First Run,"$2,823",1,N/A,N/A,Documentary,305
How Viktor 'The Garlic' Took Alexey 'The Stud' to the Nursing Home,"$12,954","$112,071",Carusel,"$2,634",8,N/A,N/A,"Crime,Drama",284
Like Me,"$12,965","$12,965",Kino Lorber,"$5,064",3,N/A,N/A,"Crime,Drama,Horror",340
Here and Now,"$13,892","$61,271",AMBI Distribution,"$8,090",51,N/A,R,"Drama,Music,Romance",56
"Lou Andreas-Salomé, The Audacity to be Free","$12,875","$278,982",Cinema Libre Studio,"$5,060",1,N/A,N/A,"Biography,Drama,History,Romance",256
PGS: Intuition Is Your Personal Guidance System,"$35,423","$35,423",GathrFilms,N/A,N/A,N/A,N/A,Documentary,350
Shed Skin Papa,"$13,331","$1,278,065",China Lion Film Distribution,"$7,950",8,N/A,N/A,"Comedy,Drama",284
Our Blood is Wine,"$13,210","$13,210",Music Box Films,"$1,540",2,N/A,N/A,Documentary,298
A Prayer Before Dawn,"$14,453","$958,883",A24,"$14,453",13,N/A,R,"Biography,Crime,Drama,Sport,Thriller",144
Thelma,"$147,391","$1,463,727",The Orchard,"$10,841",1,N/A,N/A,"Drama,Fantasy,Horror,Mystery,Romance,Thriller",417
Chasing the Blues,"$14,030","$14,030",Ammo Content,"$9,949",9,N/A,N/A,Comedy,88
The Escape,"$14,018","$390,881",IFC Films,N/A,N/A,N/A,N/A,Drama,235
Weed the People,"$13,926","$13,926",Abramorama,"$4,279",1,N/A,N/A,Documentary,70
Trust Machine: The Story of Blockchain,"$14,905","$14,905",SingularDTV,"$7,424",1,N/A,N/A,Documentary,70
The Lucky Man,"$25,015","$25,015",Indican Pictures,"$4,956",3,N/A,N/A,"Action,Drama,Sci-Fi",376
When You Read This Letter,"$15,552","$15,552",Rialto Pictures,"$5,166",1,N/A,N/A,Drama,111
Bob le Flambeur,"$15,586","$15,586",Rialto Pictures,"$4,623",1,N/A,N/A,"Crime,Drama,Thriller",361
Narcissister Organ Player,"$15,334","$15,334",Film Movement,"$1,983",1,N/A,N/A,Documentary,420
Ichi the Killer,"$20,285","$20,285",Well Go USA Entertainment,"$2,750",1,N/A,R,"Action,Comedy,Crime,Drama,Horror,Thriller",417
Out on Stage,"$15,623","$15,623",Fathom Events,N/A,N/A,N/A,N/A,Comedy,161
"Intent to Destroy: Death, Denial & Depiction","$18,340","$18,340",GathrFilms,N/A,N/A,N/A,N/A,"Documentary,History",393
Just One Drop,"$60,078","$60,078",GathrFilms,N/A,N/A,N/A,N/A,Documentary,466
The Last Movie Star,"$14,410","$14,410",A24,"$3,780",2,N/A,R,Drama,277
Haikara-San: Here Comes Miss Modern,"$16,572","$16,572",Eleven Arts,"$6,748",51,N/A,N/A,"Animation,Comedy,Drama,Romance",207
The Charmer,"$26,167","$106,379",Film Movement,"$4,128",1,N/A,N/A,"Drama,Romance,Thriller",392
People's Republic of Desire,"$15,241","$15,241",Tripod Media,N/A,N/A,N/A,N/A,Documentary,35
Batman: Mask of the Phantasm,"$17,813","$17,813",Fathom Events,N/A,N/A,N/A,PG,"Action,Adventure,Animation,Crime,Drama,Family,Mystery,Romance,Sci-Fi,Thriller",53
Marlina the Murderer in Four Acts,"$17,788","$26,331",Icarus Films,"$3,296",1,N/A,N/A,"Drama,Thriller,Western",193
Allegiance to Broadway,"$18,527","$18,527",Fathom Events,N/A,N/A,N/A,N/A,N/A,31
Maquia: When the Promised Flower Blooms,"$18,539","$2,569,927",Eleven Arts,"$6,100",13,N/A,N/A,"Adventure,Animation,Drama,Family,Fantasy",102
Mrs. Hyde,"$18,627","$778,142",Cartilage Films,"$5,943",1,N/A,N/A,"Comedy,Drama,Sci-Fi",249
Life and Nothing More,"$24,358","$40,581",CFI Releasing,"$6,536",6,N/A,N/A,Drama,475
Crime + Punishment,"$18,644","$18,644",IFC Films,"$8,787",3,N/A,N/A,Documentary,130
Anything,"$19,037","$19,037",Paladin,"$4,110",3,N/A,R,"Drama,Romance",235
Heading Home: The Tale of Team Israel,"$207,533","$207,533",Menemsha Films,"$12,678",1,N/A,N/A,"Comedy,Documentary,Drama,Sport",424
The Chronicle of Anna Magdalena Bach,"$17,527","$17,527",Grasshopper Film,"$3,453",2,N/A,N/A,"Biography,Drama,History,Music",305
"A Bread Factory, Part One/A Bread Factory, Part Two","$17,325","$17,325",In the Family,"$5,847",2,N/A,N/A,N/A,70
Revival,"$17,252","$17,252",TriCoast Worldwide,N/A,N/A,N/A,PG,Musical,28
King of Hearts,"$17,646","$18,130",Cohen Media Group,"$3,443",1,N/A,N/A,"Comedy,Drama,War",312
Who We Are Now,"$19,128","$19,128",FilmRise,"$5,188",1,N/A,N/A,Drama,221
306 Hollywood,"$18,399","$18,399",El Tigre,"$8,150",1,N/A,N/A,Documentary,95
Gabriel and the Mountain,"$18,415","$505,769",Strand Releasing,"$4,963",2,N/A,N/A,Drama,200
God's Own Country,"$335,609","$2,559,939",Orion Pictures,"$17,768",2,N/A,N/A,"Drama,Romance",434
Freak Show,"$19,696","$20,657",IFC Films,"$4,809",1,N/A,N/A,"Comedy,Drama",354
Active Measures,"$19,862","$19,862",Super,"$9,509",2,N/A,PG-13,Documentary,123
November,"$19,084","$19,084",Oscilloscope,"$3,354",1,N/A,N/A,"Drama,Fantasy,Horror,Romance",312
The Devil and Father Amorth,"$20,449","$20,449",The Orchard,"$7,814",8,N/A,N/A,"Documentary,Horror",256
Ice Dragon: Legend of the Blue Daisies,"$20,549","$20,549",Fathom Events,"$11,984",228,N/A,N/A,"Adventure,Animation,Family,Fantasy",283
To the Arctic 3D,"$14,559,702","$23,692,624",Warner Bros.,"$270,228",50,N/A,G,Documentary,"2,853"
The Happys,"$21,108","$21,108",Indican Pictures,"$7,707",2,N/A,N/A,Comedy,291
Eight Hours Don't Make a Day,"$19,987","$19,987",Janus Films,"$5,880",1,N/A,N/A,Drama,291
"One Sings, the Other Doesn't","$19,919","$19,919",Janus Films,"$6,700",1,N/A,N/A,"Drama,History",214
Journey to the South Pacific,"$7,653,913","$14,977,023",IMAX,"$8,137",1,N/A,G,Documentary,"2,267"
Primal Rage: The Legend of Konga,"$21,497","$73,383",Fathom Events,N/A,N/A,N/A,R,"Action,Adventure,Horror,Thriller",308
Apocalypsis,"$20,052","$20,052",Indican Pictures,"$3,945",1,N/A,N/A,"Animation,Fantasy,Mystery,Thriller",305
The Last Resort,"$158,646","$158,646",Kino Lorber,"$1,844",1,N/A,N/A,"Documentary,History",417
The Tag Along: Devil Fish,"$20,726","$153,895",China Lion Film Distribution,"$10,974",8,N/A,N/A,Horror,28
Did You Wonder Who Fired the Gun?,"$20,765","$20,765",Grasshopper Film,"$5,725",3,N/A,N/A,Documentary,307
Izzy Gets the F*ck Across Town,"$20,208","$20,208",Shout! Factory,"$10,559",15,N/A,N/A,"Comedy,Drama,Music,Romance",193
Ganja & Hess,"$21,197","$21,197",Kino Lorber,"$3,406",1,N/A,N/A,"Drama,Fantasy,Horror",216
The Workshop,"$22,061","$1,000,056",Strand Releasing,"$2,860",1,N/A,N/A,"Drama,Mystery,Thriller",284
Winning Formula,"$22,189","$22,189",Indican Pictures,"$4,505",5,N/A,N/A,"Comedy,Crime,Mystery",158
The Female Brain,"$21,786","$21,786",IFC Films,"$6,886",2,N/A,N/A,Comedy,326
Ava,"$20,940","$20,940",Grasshopper Film,"$2,996",1,N/A,N/A,Drama,249
Loving Pablo,"$22,017","$17,535,962",Universal Pictures,"$16,564",15,N/A,R,"Action,Biography,Crime,Drama",88
Swimming with Men,"$24,708","$1,377,748",IFC Films,"$10,336",31,N/A,N/A,"Comedy,Drama,Romance,Sport",390
Death House,"$23,833","$23,833",Hannover House,"$10,140",1,N/A,R,"Action,Crime,Horror,Sci-Fi,Thriller",305
Half the Picture,"$21,589","$21,589",Gravitas Ventures,"$6,581",1,N/A,N/A,Documentary,207
A Paris Education,"$21,598","$109,386",Kino Lorber,"$3,467",1,N/A,N/A,Drama,127
The Atomic Cafe,"$22,293","$22,293",Kino Lorber,"$4,098",1,N/A,N/A,"Documentary,History",153
An Elephant's Journey,"$24,844","$24,844",Fathom Events,N/A,N/A,N/A,N/A,Adventure,260
No Intenso Agora,"$24,955","$38,223",Icarus Films,"$5,565",1,N/A,N/A,"Documentary,History",335
Jet Trash,"$26,002","$26,002",Indican Pictures,"$4,914",2,N/A,N/A,"Drama,Thriller",249
The Judge,"$22,257","$23,127",Idle Wild Films,N/A,N/A,N/A,N/A,Documentary,263
Birdboy: The Forgotten Children,"$38,786","$52,366",GKIDS,"$5,849",4,N/A,N/A,"Animation,Drama,Horror,Sci-Fi",382
Let There Be Light,"$7,233,471","$7,233,471",Atlas Distribution Company,"$1,729,535",373,N/A,PG-13,Drama,431
Vazante,"$23,884","$25,091",Music Box Films,"$3,489",1,N/A,N/A,"Adventure,Drama",354
Take Point,"$112,386","$12,908,032",CJ Entertainment,"$21,189",2,N/A,N/A,Action,370
The Divine Order,"$76,277","$195,081",Zeitgeist Films,N/A,N/A,N/A,N/A,"Comedy,Drama",431
Ridge Runners,"$26,019","$26,019",Indican Pictures,"$8,015",7,N/A,N/A,"Crime,Drama,Thriller",347
The Misandrists,"$26,123","$26,123",Cartilage Films,"$3,278",1,N/A,N/A,"Comedy,Drama",221
Letter from Masanjia,"$23,481","$23,481",Ammo Content,"$8,295",2,N/A,N/A,Documentary,112
Elliot the Littlest Reindeer,"$24,262","$1,142,187",Screen Media Films,"$22,056",105,N/A,PG,"Animation,Family",35
Milford Graves Full Mantis,"$26,566","$26,566",The Cinema Guild,"$7,407",1,N/A,N/A,Documentary,175
Senso,"$27,723","$27,723",Rialto Pictures,"$3,984",1,N/A,N/A,"Drama,History,Romance,War",432
The Amendment,"$27,961","$27,961",Fathom Events,N/A,N/A,N/A,N/A,Action,264
Quai des Orfèvres,"$28,013","$28,013",Rialto Pictures,"$7,125",1,N/A,N/A,"Crime,Drama",263
Restoring Tomorrow,"$28,556","$28,556",Fathom Events,N/A,N/A,N/A,PG,Documentary,52
Belle de Jour,"$26,331","$38,342",Janus Films,"$6,462",1,N/A,R,Drama,284
The Desert Bride,"$30,110","$205,350",Strand Releasing,"$2,127",2,N/A,N/A,Drama,242
Cold Water,"$30,209","$30,209",Janus Films,"$5,110",1,N/A,N/A,Drama,249
Same Kind of Different as Me,"$6,423,605","$6,423,605",Pure Flix Entertainment,"$2,591,985","1,362",N/A,PG-13,"Biography,Drama",438
Horn from the Heart: The Paul Butterfield Story,"$58,597","$58,597",Abramorama,"$3,086",1,N/A,N/A,"Biography,Documentary,Music",441
The Cured,"$26,630","$323,776",IFC Films,"$4,875",3,N/A,R,"Drama,Horror,Sci-Fi",312
On Her Shoulders,"$28,288","$40,145",Oscilloscope,"$4,374",1,N/A,N/A,"Biography,Documentary",77
Poor Boy,"$31,031","$31,031",Indican Pictures,"$10,920",4,N/A,N/A,"Drama,Western",172
The Apparition,"$28,293","$3,562,793",Music Box Films,"$9,830",7,N/A,N/A,Drama,119
Charm City,"$29,335","$29,335",PBS Distribution,"$10,511",1,N/A,N/A,Documentary,84
Saving Brinton,"$56,218","$56,218",Barn Owl Pictures,"$2,690",1,N/A,N/A,Documentary,474
Desolation,"$18,490","$18,490",Parade Deck Films,"$11,320",2,N/A,N/A,Thriller,340
Memories of Underdevelopment,"$29,647","$29,647",Janus Films,"$8,244",1,N/A,N/A,Drama,354
The Mercy,"$29,538","$306,205",Screen Media Films,N/A,N/A,N/A,N/A,"Adventure,Biography,Drama,Mystery",35
Good Manners,"$31,177","$35,714",Distrib Films,"$2,476",1,N/A,N/A,"Fantasy,Horror,Musical",161
Sollers Point,"$32,608","$32,608",Oscilloscope,"$10,618",1,N/A,R,Drama,235
"No Date, No Signature","$36,444","$107,368",Distrib Films,"$4,993",3,N/A,N/A,"Drama,Mystery,Thriller",518
BPM (Beats Per Minute),"$125,189","$7,704,369",The Orchard,"$8,566",2,N/A,N/A,Drama,438
Just Getting Started,"$6,069,605","$7,634,022",Broad Green Pictures,"$3,201,459","2,161","$22,000,000",PG-13,"Action,Comedy",389
Moynihan,"$31,970","$31,970",First Run,"$4,416",1,N/A,N/A,"Biography,Documentary",90
For Those Who Don't Read Me,"$36,506","$36,506",Entertainment One,"$9,263",5,N/A,N/A,Drama,404
The Big Bad Fox and Other Tales,"$35,787","$9,422,127",GKIDS,N/A,N/A,N/A,G,"Adventure,Animation,Comedy,Family,Fantasy",302
Liyana,"$44,045","$44,045",Abramorama,"$2,160",1,N/A,N/A,"Animation,Documentary",489
Goodland,"$32,140","$32,140",Parade Deck Films,"$17,621",2,N/A,N/A,"Crime,Mystery,Thriller",235
Holy Hell,"$34,366","$34,366",Indican Pictures,"$21,504",4,N/A,N/A,"Action,Comedy,Horror",165
Maui,"$33,953","$33,953",GathrFilms,N/A,N/A,N/A,PG-13,"Drama,Mystery",263
Le Corbeau,"$36,089","$36,089",Rialto Pictures,"$6,452",1,N/A,N/A,"Crime,Drama,Mystery,Thriller",256
Galapagos,"$18,630,372","$29,349,172",IMAX,N/A,N/A,N/A,N/A,"Documentary,Short","7,410"
24 Frames,"$34,482","$37,045",Janus Films,"$8,101",1,N/A,N/A,Drama,333
The Road Movie,"$35,757","$35,757",Oscilloscope,"$17,175",19,N/A,N/A,Documentary,347
The Other Side of Hope,"$183,943","$4,282,973",Janus Films,"$15,495",3,N/A,N/A,"Comedy,Drama",396
Mind Game,"$36,613","$36,613",GKIDS,"$5,609",7,N/A,N/A,"Adventure,Animation,Comedy,Drama,Fantasy",319
The House of Tomorrow,"$35,821","$35,821",Shout! Factory,"$6,652",8,N/A,N/A,"Comedy,Drama",249
"Hale County This Morning, This Evening","$112,282","$112,282",The Cinema Guild,"$8,640",2,N/A,N/A,Documentary,515
Gray Matter,"$38,034","$38,034",Indican Pictures,"$14,064",12,N/A,N/A,Sci-Fi,228
Searching for Ingmar Bergman,"$36,686","$64,742",Oscilloscope,"$5,996",1,N/A,N/A,Documentary,63
Space Station 3D,"$93,383,002","$128,361,719",IMAX,"$489,488",24,N/A,N/A,Documentary,"6,507"
Small Group,"$37,058","$37,058",GathrFilms,"$26,579",10,N/A,PG-13,Drama,75
Breath,"$37,108","$3,322,479",FilmRise,"$5,258",1,N/A,N/A,"Drama,Romance,Sport",214
Mamma Mia!,"$39,601","$55,168",Fathom Events,"$23,376",243,"$52,000,000",PG-13,"Comedy,Musical,Romance",61
Girls vs Gangsters,"$37,115","$10,265,819",Well Go USA Entertainment,"$15,044",4,N/A,N/A,"Comedy,Drama",298
The Heart of Nuba,"$37,788","$37,788",Abramorama,"$4,016",1,N/A,N/A,Documentary,270
Western,"$41,072","$155,215",The Cinema Guild,"$6,688",1,N/A,N/A,Drama,319
Krystal,"$37,516","$37,516",Paladin,N/A,N/A,N/A,R,"Comedy,Drama",263
Oolong Courtyard: KungFu School,"$37,727","$19,129,015",China Lion Film Distribution,"$19,065",10,N/A,N/A,Comedy,130
Golden Exits,"$41,888","$41,888",Vertical Entertainment,"$11,719",1,N/A,R,Drama,326
Araby,"$38,399","$38,399",Grasshopper Film,"$8,668",1,N/A,N/A,Drama,193
Submission,"$39,985","$39,985",Great Point Media,N/A,N/A,N/A,R,"Drama,Mystery",305
First We Take Brooklyn,"$42,812","$42,812",Zealous Productions,"$15,845",5,N/A,N/A,"Crime,Drama",326
The Sacrifice,"$61,018","$61,018",Kino Lorber,"$4,696",1,N/A,N/A,Drama,438
Rodin,"$44,261","$172,619",Cohen Media Group,N/A,N/A,N/A,N/A,"Biography,Drama,Romance",214
A Ciambra,"$41,934","$104,808",IFC Films,"$6,330",1,N/A,N/A,"Crime,Drama",347
Humor Me,"$40,099","$40,099",Shout! Factory,"$3,342",1,N/A,N/A,Comedy,354
350 Days - Legends. Champions. Survivors,"$47,526","$47,526",Fathom Events,N/A,N/A,N/A,N/A,"Documentary,Sport",173
Bigger,"$46,382","$52,133",Freestyle Releasing,"$31,477",61,N/A,PG-13,"Biography,Drama",81
Indian Horse,"$2,097,362","$2,097,362",Elevation Pictures,N/A,N/A,N/A,N/A,Drama,669
Hitler's Hollywood,"$43,766","$43,766",Kino Lorber,"$8,634",1,N/A,N/A,"Documentary,History",265
What Will People Say,"$44,156","$2,191,131",Kino Lorber,"$4,024",1,N/A,N/A,Drama,172
Garry Winogrand: All Things are Photographable,"$44,002","$44,002",Greenwich Entertainment,"$9,058",1,N/A,N/A,Documentary,104
Antonio Lopez 1970: Sex Fashion & Disco,"$43,169","$73,122",Film Movement,"$7,167",1,N/A,N/A,"Biography,Documentary",112
Before We Vanish,"$52,087","$448,829",Super,"$8,370",2,N/A,N/A,"Drama,Sci-Fi",333
Digimon Adventure tri. Part 5: Coexistence,"$52,339","$382,119",Fathom Events,N/A,N/A,N/A,N/A,"Action,Adventure,Animation",236
Summer in the Forest,"$45,542","$67,743",Abramorama,"$8,366",1,N/A,N/A,Documentary,284
Wait for Your Laugh,"$73,585","$73,585",Vitagraph Films,"$14,946",2,N/A,N/A,"Comedy,Documentary",424
Racer and the Jailbird,"$46,337","$400,026",Super,"$2,513",2,N/A,R,"Crime,Drama,Romance",242
Digimon Adventure tri. Part 6: Future,"$54,324","$54,324",Fathom Events,N/A,N/A,N/A,N/A,"Action,Adventure,Animation",103
The Great Silence,"$53,074","$53,074",Film Movement,"$8,755",1,N/A,N/A,Western,277
DAZN Boxing: Canelo Alvarez vs. Rocky Fielding,"$54,916","$54,916",Fathom Events,"$54,916",368,N/A,N/A,Sport,20
Django,"$56,556","$3,876,874",Under The Milky Way,"$11,722",4,N/A,N/A,"Biography,Drama,Music,War",361
The China Hustle,"$48,650","$48,650",Magnolia Pictures,"$25,791",20,N/A,R,Documentary,277
Hal,"$48,698","$49,045",Oscilloscope,"$5,150",1,N/A,N/A,"Biography,Documentary",119
Black '47,"$57,520","$2,073,063",IFC Films,"$8,600",1,N/A,R,"Action,Drama",98
American Dream: Detroit,"$55,092","$55,092",Fathom Events,N/A,N/A,N/A,N/A,Documentary,231
Twiceland,"$52,874","$186,078",CJ Entertainment,N/A,N/A,N/A,N/A,"Documentary,Music",28
Woman Walks Ahead,"$57,528","$80,912",A24,"$6,863",2,N/A,R,"Biography,Drama,History,Western",186
In Search of Greatness,"$58,090","$58,090",Art of Sport,"$32,952",16,N/A,PG-13,Documentary,63
My Friend Dahmer,"$1,361,611","$1,436,751",FilmRise,"$35,545",4,N/A,R,"Biography,Drama",424
Cynthia,"$58,177","$58,177",Indican Pictures,"$30,660",21,N/A,N/A,"Comedy,Horror",123
A Kid Like Jake,"$58,403","$60,784",IFC Films,"$8,936",1,N/A,R,"Drama,Family",214
Digimon Adventure tri. Part 4: Loss,"$59,114","$59,114",Fathom Events,N/A,N/A,N/A,N/A,"Action,Adventure,Animation",334
Ramen Heads,"$57,345","$57,345",FilmBuff,"$7,085",2,N/A,N/A,Documentary,291
"Monrovia, Indiana","$63,944","$64,596",Zipporah Films,"$5,172",1,N/A,N/A,Documentary,432
Viper Club,"$60,607","$60,607",Roadside Attractions,"$14,180",3,N/A,R,Drama,70
Bhavesh Joshi Superhero,"$57,376","$81,792",Eros International,"$42,579",46,N/A,N/A,"Action,Drama",214
Never Goin' Back,"$61,271","$61,271",A24,"$10,322",2,N/A,R,"Comedy,Crime,Drama",151
Walk With Me,"$726,726","$1,606,705",GathrFilms,"$9,932",1,N/A,N/A,Documentary,508
"Westwood: Punk, Icon, Activist","$58,979","$386,856",Greenwich Entertainment,"$4,450",1,N/A,N/A,Documentary,207
Beuys,"$65,410","$86,451",Kino Lorber,"$9,084",2,N/A,N/A,Documentary,349
Making the Five Heartbeats,"$67,415","$67,415",Fathom Events,N/A,N/A,N/A,PG-13,Documentary,127
Bomb City,"$59,329","$59,329",Gravitas Ventures,"$31,005",17,N/A,N/A,"Crime,Drama",326
The Gardener,"$62,734","$62,734",Gravitas Ventures,"$6,298",1,N/A,N/A,Documentary,277
Where Is Kyra?,"$59,717","$59,717",Great Point Media,"$7,000",1,N/A,R,Drama,270
Where Hands Touch,"$67,743","$128,269",Vertical Entertainment,"$67,743",103,N/A,PG-13,"Drama,Romance,War",109
Outside In,"$68,492","$68,492",The Orchard,"$14,136",9,N/A,N/A,Drama,277
The House That Jack Built,"$87,993","$2,268,855",IFC Films,"$34,273",32,N/A,R,"Crime,Drama,Horror",383
Liz and the Blue Bird,"$63,204","$726,454",Eleven Arts,N/A,N/A,N/A,N/A,"Animation,Drama,Fantasy,Music",63
The Doctor from India,"$67,136","$67,136",Zeitgeist Films,"$2,442",1,N/A,N/A,Documentary,256
Parchi,"$69,431","$77,110",Atlas Distribution Company,"$34,437",39,N/A,N/A,"Action,Comedy,Crime",354
Feng Shui,"$64,147","$15,702,302",CJ Entertainment,"$9,644",2,N/A,N/A,History,105
"3100, Run and Become","$65,524","$65,524",Illumine Films,N/A,N/A,N/A,N/A,Documentary,140
Chef Flynn,"$68,407","$69,542",Kino Lorber,"$7,509",1,N/A,N/A,Documentary,418
Wastelander,"$70,045","$70,045",Indican Pictures,"$20,768",22,N/A,N/A,"Action,Adventure,Sci-Fi",354
Under the Tree,"$67,596","$944,991",Magnolia Pictures,"$13,617",3,N/A,N/A,"Comedy,Drama,Mystery,Thriller",179
The Fog,"$70,421","$70,421",Rialto Pictures,"$39,565",43,N/A,N/A,"Horror,Thriller",70
Namiya,"$70,814","$35,351,623",China Lion Film Distribution,"$39,584",21,N/A,N/A,"Drama,Family,Fantasy",361
The Last Suit,"$73,548","$608,209",Outsider Films,"$27,549",6,N/A,N/A,Drama,284
Tom of Finland,"$378,296","$1,776,931",Kino Lorber,"$13,524",1,N/A,N/A,"Biography,Drama",445
Bye Bye Germany,"$73,730","$176,933",Film Movement,"$4,874",2,N/A,N/A,"Comedy,Drama,War",266
Tehran Taboo,"$74,758","$349,886",Kino Lorber,"$4,962",1,N/A,N/A,"Animation,Drama",321
Above and Beyond: NASA's Journey to Tomorrow,"$74,711","$74,711",Fathom Events,"$35,490",350,N/A,N/A,Documentary,94
Hold Your Breath,"$77,987","$2,842,040",Entertainment One,"$16,046",12,N/A,N/A,Sci-Fi,509
The Riot Act,"$75,506","$75,506",Hannover House,"$28,840",9,N/A,PG-13,Thriller,109
Shock and Awe,"$77,980","$182,415",Vertical Entertainment,"$45,856",100,N/A,R,"Biography,Drama,History,Thriller,War",172
Becoming Astrid,"$120,486","$938,766",Music Box Films,"$5,361",3,N/A,N/A,"Biography,Drama",445
Helicopter Eela,"$71,971","$256,952",Eros International,"$51,115",70,N/A,N/A,Drama,84
"Nico, 1988","$73,304","$83,558",Magnolia Pictures,"$12,309",2,N/A,R,"Biography,Drama,Music",153
The Boxcar Children - Surprise Island,"$78,676","$78,676",Fathom Events,N/A,N/A,N/A,N/A,Animation,238
Have a Nice Day,"$79,393","$504,003",Strand Releasing,"$10,463",1,N/A,N/A,"Animation,Comedy,Crime,Drama",340
After Auschwitz,"$73,885","$73,885",Passion River,N/A,N/A,N/A,N/A,Documentary,262
En el séptimo día,"$79,887","$79,887",The Cinema Guild,"$12,793",2,N/A,N/A,Drama,207
Keys To The Heart,"$75,134","$25,375,866",CJ Entertainment,"$9,851",2,N/A,N/A,"Comedy,Drama,Family",340
93Queen,"$76,056","$76,056",Abramorama,"$6,302",1,N/A,N/A,Documentary,160
Henchmen,"$1,469","$1,469",Entertainment One,$580,3,N/A,N/A,"Animation,Comedy",390
